Munip,CodIBGE,Index,DtInicial,DtFinal,Regiao,Estado,Cidade,Produto,NmPostPesq,UnidMedida,PcMedRev,PcDevRev,PcMinRev,PcMaxRev,MgMedRev,CfVarRev,PcMedDist,PcDevDist,PcMinDist,PcMaxDist,MgMedDist,CfVarDist,Periodo,Combust,TipoRelat,DistMean,DistDev,DistMin,DistMax,RefinMean,RefinDev,RefinMin,RefinMax
NILÓPOLIS,3303203,39421,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,NILOPOLIS,GASOLINA COMUM,7,R$/l,4.58,0.104604698064393,4.399,4.699,0.765,0.023,3.815,0.175318025313999,3.689,4.1039,0.046,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,17.60333738003273,0.631474775155022,16.13120710513751,18.201790179174115,1009.6975588443883,834.4553593878296,18.187285821577422,2813.5504958163024
NITERÓI,3303302,39422,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,NITEROI,GASOLINA COMUM,19,R$/l,4.285,0.22896665913218,3.999,4.699,0.554,0.053,3.731,0.146434491248724,3.57,4.061,0.039,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,28.837624851168233,2.593610286059971,21.199095037217305,30.363136900060844,1023.3677417949351,829.4895321115066,16.894696833167348,2844.2718709852115
NOVA FRIBURGO,3303401,39425,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,NOVA FRIBURGO,GASOLINA COMUM,14,R$/l,4.384,0.214809307204177,3.999,4.699,0.454,0.049,3.93,0,3.93,3.93,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,89.97360102251945,0.478940583029116,89.3553866328188,90.94557919872764,1036.695929581647,786.5173675334394,89.496440963346,2833.205202034794
NOVA IGUAÇU,3303500,39426,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,NOVA IGUACU,GASOLINA COMUM,17,R$/l,4.447,0.196881626872596,4.099,4.799,0.695,0.044,3.752,0.170206315981517,3.5511,4.096,0.045,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,18.355558370577253,0.504976421927461,17.389776849035353,18.936449853705543,1007.9434032518814,832.9943880720642,19.505161197408572,2807.3045830407
PETRÓPOLIS,3303906,39461,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,PETROPOLIS,GASOLINA COMUM,18,R$/l,4.759,0.1994206723867,4.222,4.999,0.932,0.042,3.827,0.15502810497885,3.6599,4.033,0.041,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,23.990747357605706,1.00865461946293,21.088582313027278,24.98671432796479,1012.3679119079933,816.3572752185313,25.20168622317095,2805.6938878480405
RESENDE,3304201,39489,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,RESENDE,GASOLINA COMUM,9,R$/l,4.559,0.187036389804527,4.289,4.799,0.821,0.041,3.738,0,3.738,3.738,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,104.60269131448683,34.45337223712084,33.989936916018145,122.81878288503307,987.9793741162703,830.7694727742023,124.40434434789694,2716.167042666115
RIO BONITO,3304300,39492,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,RIO BONITO,GASOLINA COMUM,7,R$/l,4.641,0.207357868705978,4.399,4.999,0.747,0.045,3.894,0,3.8937,3.8937,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,67.18023333669846,0.677170919916988,65.9536956514088,68.17163768875196,1039.6094071963043,807.0198752872225,65.61888213290406,2860.5872977539993
RIO DE JANEIRO,3304557,39495,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,RIO DE JANEIRO,GASOLINA COMUM,79,R$/l,4.493,0.237835966781938,3.999,4.999,0.78,0.053,3.713,0.165381021762799,3.5411,4.067,0.045,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,18.361149896106365,3.413758623752387,8.176702863565977,20.134777453105325,1016.2557058633944,834.0847273765066,1.52967797910148,2832.1816766250986
SANTO ANTÔNIO DE PÁDUA,3304706,39518,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,GASOLINA COMUM,5,R$/l,4.075,0.170388379885484,3.999,4.38,0.112,0.042,3.963,0,3.9631,3.9631,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,163.70622568738764,25.661445407755476,86.75060796893821,173.09694849430653,1046.1405097557936,742.5499730914506,172.77961548600766,2800.3084563226425
SÃO FRANCISCO DE ITABAPOANA,3304755,39523,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,GASOLINA COMUM,7,R$/l,4.885,0.114954649443037,4.76,4.999,0.802,0.024,4.083,0,4.0825,4.0825,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,220.38598514628083,69.74605389998847,43.68343880885331,261.335438156322,1095.5865239836094,713.3570350653742,260.80911936229256,2876.127113448259
SÃO GONÇALO,3304904,39525,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,SAO GONCALO,GASOLINA COMUM,17,R$/l,4.421,0.190549360595961,3.999,4.599,0.551,0.043,3.87,0.121407493227415,3.6739,4.0386,0.031,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,28.35079617355191,1.726361239601418,23.43193888748067,29.649542656633614,1023.411140595588,825.8667056727866,22.169705776418855,2841.799833591954
SÃO JOÃO DE MERITI,3305109,39527,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,SAO JOAO DE MERITI,GASOLINA COMUM,11,R$/l,4.421,0.184760286956812,3.999,4.699,0.641,0.042,3.78,0.104098876989505,3.6911,3.9551,0.028,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,13.778120675474833,0.816701275209873,11.561722051632447,14.346002921335723,1010.5001553687645,833.8321857538879,14.074004269259733,2816.1825737213653
SAPUCAIA,3305406,39543,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,SAPUCAIA,GASOLINA COMUM,9,R$/l,4.573,0.096488341264632,4.455,4.669,NA,0.021,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,87.2679862460985,1.100283919658505,84.07859522122907,88.29019930882919,1018.6140719256713,783.2904308344099,88.45902213444641,2782.5780370372977
SAQUAREMA,3305505,39545,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,SAQUAREMA,GASOLINA COMUM,8,R$/l,4.648,0.090083988588428,4.488,4.799,0.838,0.019,3.81,0,3.81,3.81,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,83.76715302273243,1.543785120736069,79.44086697006084,85.04602681398156,1051.6135187309974,809.7271746715203,76.4293742111969,2887.413218251009
TERESÓPOLIS,3305802,39567,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,TERESOPOLIS,GASOLINA COMUM,13,R$/l,4.652,0.111129169472701,4.495,4.799,0.953,0.024,3.699,0,3.699,3.699,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,46.35785402082776,0.663766150330214,44.69005567270796,47.379091760230054,1019.6198867942547,805.3313761403747,46.620747427609665,2812.4616762768674
TRÊS RIOS,3306008,39573,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,TRES RIOS,GASOLINA COMUM,8,R$/l,4.9,0.133143786400804,4.699,5.099,1.01,0.027,3.89,0.118001389822324,3.769,4.0162,0.03,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,65.29445066270772,1.437924481487342,61.06008911771245,66.18793308751805,1008.9506292165645,796.5290159091987,67.30796800894305,2771.378341364626
VALENÇA,3306107,39586,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,VALENCA,GASOLINA COMUM,10,R$/l,4.567,0.155458068658758,4.299,4.799,0.639,0.034,3.928,0.037,3.895,3.968,0.009,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,63.64574551869914,6.136592955056816,48.5450344411211,67.63096805127023,996.9488500384565,811.4115514656203,69.72026206351327,2747.3522515964382
VOLTA REDONDA,3306305,39602,2020-04-26,2020-05-02,SUDESTE,RIO DE JANEIRO,VOLTA REDONDA,GASOLINA COMUM,11,R$/l,4.492,0.189479430401969,4.189,4.699,0.52,0.042,3.972,0.42506905321371,3.561,4.654,0.107,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,69.40692152517775,32.770739569467956,1.248475737620628,86.79186390370808,992.9339823138005,828.6353748204331,88.43525223961376,2742.867114627695
ADAMANTINA,3500105,39150,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ADAMANTINA,GASOLINA COMUM,8,R$/l,3.906,0.030239224763306,3.86,3.94,0.496,0.008,3.41,0.214681353017288,3.165,3.5645,0.063,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,151.66666830081283,59.42922803953541,60.41704861927516,204.04002980684794,1228.0865067162713,737.6047764029946,422.29156798735437,2421.6256887731597
AMERICANA,3501608,39159,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,AMERICANA,GASOLINA COMUM,13,R$/l,3.751,0.152491445745789,3.529,3.999,0.669,0.041,3.082,0.106573504789309,2.922,3.2242,0.035,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,18.60090858309354,0.527591530036809,17.187796484516504,19.09068135124373,1017.0936934655044,860.8432328560332,20.324142976879596,2560.690642166543
AMPARO,3501905,39160,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,AMPARO,GASOLINA COMUM,11,R$/l,3.894,0.083460279066261,3.799,4.049,0.459,0.021,3.435,0.186719575834994,3.15,3.66,0.054,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,38.82320636020884,0.465415234683662,38.02469771357909,39.41184625769284,998.2116180880074,862.9208306460969,37.93145003389242,2589.880981809037
ARAÇATUBA,3502804,39167,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ARACATUBA,GASOLINA COMUM,25,R$/l,3.769,0.232911191945199,3.399,4.46,NA,0.062,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,146.04925010658778,27.709018453489534,118.1887572789047,189.1222726475915,1189.966382873001,718.2728445703971,380.8466168315711,2337.7574320175063
ARARAQUARA,3503208,39174,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ARARAQUARA,GASOLINA COMUM,18,R$/l,4.079,0.194637294654925,3.789,4.399,0.578,0.048,3.501,0,3.5012,3.5012,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,94.46768277321057,12.07126909739893,79.21537447453785,107.70151597145066,1058.7549143507533,788.9210749291155,149.38607144143103,2424.8677210076776
ARARAS,3503307,39175,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ARARAS,GASOLINA COMUM,14,R$/l,3.64,0.160513804137468,3.499,3.999,0.497,0.044,3.143,0.064653409293968,3.068,3.183,0.021,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,47.13040871674658,0.456643134202168,46.61139698189709,47.77335901187203,1019.5992881610717,836.775753013215,48.66832822959051,2522.3148874789335
ASSIS,3504008,39182,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ASSIS,GASOLINA COMUM,24,R$/l,3.969,0.222176743685703,3.509,4.299,NA,0.056,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,105.11539313367437,27.789364009426482,66.2267330094449,145.69307145050288,1187.5406891157104,801.8139150265177,337.5625720439133,2460.0073940209472
ATIBAIA,3504107,39184,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ATIBAIA,GASOLINA COMUM,14,R$/l,3.841,0.165580912129202,3.499,4.099,0.614,0.043,3.227,0.049533658590229,3.1885,3.283,0.015,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,53.34570294542856,11.959454705273808,37.96664631393252,74.08729326969076,996.921723388177,885.4350406021531,58.479905397328,2640.0323103291494
AVARÉ,3504503,39185,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,AVARE,GASOLINA COMUM,11,R$/l,3.672,0.046709936649691,3.599,3.699,0.522,0.013,3.15,0,3.15,3.15,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,110.24916361015697,37.903195169708894,87.98075614975183,186.1271254673859,1102.3185547603002,849.7785413262123,188.28706137567838,2508.282007577007
BARRETOS,3505500,39195,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,BARRETOS,GASOLINA COMUM,14,R$/l,3.875,0.32193440052557,3.199,4.499,0.557,0.083,3.318,0.110315855614685,3.15,3.452,0.033,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,89.47100258083472,11.699462832266597,55.779453025998905,97.35711232078033,1094.1831266548415,703.5273265846133,282.45576500185604,2288.777112803241
BARUERI,3505708,39196,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,BARUERI,GASOLINA COMUM,18,R$/l,3.918,0.506764593219748,3.349,4.899,0.799,0.129,3.119,0.065032299667165,3.0518,3.2036,0.021,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,37.381383862747754,19.101215471695284,4.606925761310318,61.449323684233015,1014.021030439452,900.9118811242882,42.57125730293609,2657.3129005644346
BAURU,3506003,39197,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,BAURU,GASOLINA COMUM,27,R$/l,3.718,0.169820300532458,3.35,4.049,0.582,0.046,3.136,0.074842857597324,3.05,3.189,0.024,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,66.86836341258008,65.25602036170835,3.277349340135193,172.45546285091433,1105.3496417379154,805.5511224036161,205.52554555783556,2425.558437683585
BEBEDOURO,3506102,39199,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,BEBEDOURO,GASOLINA COMUM,10,R$/l,3.889,0.109032156316892,3.689,3.999,0.648,0.028,3.241,0.115296848757168,3.174,3.3737,0.036,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,75.96566611707486,20.06954835531393,30.59174160208981,96.53203954721457,1083.2933478790856,730.3665501778439,241.04955784401426,2329.9472875961574
BIRIGUI,3506508,39207,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,BIRIGUI,GASOLINA COMUM,14,R$/l,3.863,0.131268619820011,3.48,3.999,0.764,0.034,3.099,0.026870057685089,3.08,3.118,0.009,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,140.45862535440884,24.76025371454455,113.02138473222935,174.98507999389102,1183.1169730093886,724.9073831456559,367.26786460842106,2337.9043932251616
BOTUCATU,3507506,39211,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,BOTUCATU,GASOLINA COMUM,9,R$/l,3.829,0.079686887252546,3.679,3.899,0.515,0.021,3.314,0.013509996299037,3.306,3.3294,0.004,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,110.993687847873,22.424129273424494,87.153284796309,133.82408123862317,1073.3850116026738,847.6081912873174,135.48306222301252,2512.9585472538715
BRAGANÇA PAULISTA,3507605,39213,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,BRAGANCA PAULISTA,GASOLINA COMUM,13,R$/l,3.715,0.18870992527537,3.449,3.977,0.513,0.051,3.202,0,3.202,3.202,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,63.71762104244508,5.11650193234633,53.25161976288079,67.58512164698857,994.7644370919603,877.2590006446069,65.68503424335398,2626.367827626113
CAÇAPAVA,3508504,39221,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,CACAPAVA,GASOLINA COMUM,13,R$/l,3.785,0.083452427719676,3.639,3.899,0.355,0.022,3.43,0,3.43,3.43,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,82.15952485864696,35.867980337709945,13.923037763083807,116.75238317140773,986.8372975687133,879.7252018039144,15.55436568503494,2689.6758311990184
CAMPINAS,3509502,39234,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,CAMPINAS,GASOLINA COMUM,42,R$/l,3.811,0.13271584658570099,3.499,4.197,0.709,0.035,3.102,0.116658442227115,2.905,3.3066,0.038,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,21.71083834971887,0.315584321573022,21.043490083540657,22.12719541664894,1008.2450306650969,872.8265473489931,21.164348563716523,2591.5150959001744
CARAGUATATUBA,3510500,39242,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,CARAGUATATUBA,GASOLINA COMUM,9,R$/l,4.166,0.1,3.999,4.299,1.008,0.024,3.158,0.194666496860657,3.02,3.2953,0.062,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,101.47767573306955,19.683319873358965,63.24713106221668,119.92741397106417,1004.6773280758605,892.0690319677368,64.51587709814946,2754.083465984855
CARAPICUÍBA,3510609,39243,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,CARAPICUIBA,GASOLINA COMUM,10,R$/l,3.767,0.166223945326779,3.588,3.999,0.638,0.044,3.129,0.117379725676967,3.046,3.212,0.038,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,34.07268081171396,18.41709973358026,3.417656319281343,56.97963197206555,1013.6146471262015,902.3063271570027,38.418104299033565,2661.627913211888
CATANDUVA,3511102,39251,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,CATANDUVA,GASOLINA COMUM,12,R$/l,3.848,0.075733784142918,3.699,3.899,0.602,0.02,3.246,0.098853528009879,3.176,3.3158,0.03,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,84.6001087369255,34.65942629067211,25.626657748037964,121.43310822754688,1105.9759972838735,735.5473848807363,259.2356032058299,2319.2828847945043
COSMÓPOLIS,3512803,39268,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,COSMOPOLIS,GASOLINA COMUM,9,R$/l,3.659,0.108434824254531,3.479,3.847,0.516,0.03,3.143,0.138387711400495,3.0152,3.3724,0.044,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,9.765033395963526,0.440545549024105,9.230261400957026,10.353916230480165,1011.0064303891394,857.6979704321184,11.268768276124334,2559.6853347036795
COTIA,3513009,39269,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,COTIA,GASOLINA COMUM,13,R$/l,3.824,0.202273583455929,3.48,4.199,0.73,0.053,3.094,0.153652475845114,2.92,3.2115,0.05,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,42.62613140941714,16.59371598887498,14.988197301410592,62.661148146556854,1018.8457778597185,903.6923465539716,46.015467043539665,2662.765846167273
CRUZEIRO,3513405,39275,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,CRUZEIRO,GASOLINA COMUM,7,R$/l,3.717,0.171988787009918,3.527,3.999,0.422,0.046,3.295,0.248689454943309,3.1188,3.4705,0.075,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,135.33476887003155,37.19463794190941,85.80531899955045,172.89623084765432,984.3767768672203,842.3034249216317,111.55721183449043,2691.2006985798766
CUBATÃO,3513504,39277,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,CUBATAO,GASOLINA COMUM,6,R$/l,4.054,0.080383456009306,3.987,4.197,NA,0.02,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,36.97354109204547,19.589981072590273,1.50856741164039,59.09998467265319,1014.4342217621851,916.2036820317144,2.171915546305684,2717.718390163392
DIADEMA,3513801,39282,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,DIADEMA,GASOLINA COMUM,16,R$/l,3.623,0.229375056766569,3.369,3.999,0.521,0.063,3.102,0.155906336350662,2.836,3.291,0.05,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,24.939179195961525,10.234899511208463,9.631781408098242,41.51928181591215,1011.2979207080567,910.2200946841065,15.353387148399069,2688.2355531462545
EMBU DAS ARTES,3515004,39287,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,EMBU DAS ARTES,GASOLINA COMUM,12,R$/l,3.907,0.16399140775718,3.449,4.099,0.704,0.042,3.203,0.024426215425235,3.1896,3.24,0.008,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,36.63998098255076,14.247377171566953,15.758545323013953,57.07981457939399,1017.3900536097516,906.2168349896652,37.57458616228459,2671.392080478704
FRANCA,3516200,39297,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,FRANCA,GASOLINA COMUM,22,R$/l,4.26,0.039371166411331,4.139,4.299,NA,0.009,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,110.32588620020115,49.67224284478466,70.25310327505031,199.73487461096227,1045.3140600929914,715.3451035130331,244.35550288018342,2357.4020231259774
GARÇA,3516705,39301,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,GARCA,GASOLINA COMUM,7,R$/l,3.854,0.051178957729576,3.799,3.899,0.75,0.013,3.104,0.024454038521275,3.069,3.145,0.008,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,90.8303586889461,35.90270939847571,63.407419663507184,159.27107649493692,1138.563822181214,789.3172626453362,265.97367432686565,2385.1255445090314
GUARATINGUETÁ,3518404,39312,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,GUARATINGUETA,GASOLINA COMUM,9,R$/l,3.724,0.166918476442178,3.499,3.999,0.589,0.045,3.135,0.157898353379635,3.015,3.3141,0.05,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,124.63916496052936,31.538439059972003,75.22408433983394,166.9842620059603,985.6825534320983,857.169237350913,76.9981727114021,2697.135344729212
GUARUJÁ,3518701,39313,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,GUARUJA,GASOLINA COMUM,13,R$/l,4.079,0.239323190985725,3.549,4.299,0.934,0.059,3.145,0,3.1449,3.1449,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,55.66150630673194,18.74355142922827,22.306393553428958,80.21129465118617,1018.976655229778,915.9252241905921,22.853446533785213,2737.743809700742
GUARULHOS,3518800,39314,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,GUARULHOS,GASOLINA COMUM,25,R$/l,3.706,0.166224627136495,3.449,3.999,0.641,0.045,3.065,0.068638977022292,3.016,3.1658,0.022,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,24.12325981580121,13.448211293887637,9.282658101276004,47.45163067704325,1002.6568064789126,902.1422319392893,19.63670228531158,2673.416329572241
HORTOLÂNDIA,3519071,39317,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,HORTOLANDIA,GASOLINA COMUM,13,R$/l,3.93,0.079108980332392,3.79,3.999,0.69,0.02,3.24,0.101439456491709,3.1372,3.34,0.031,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,16.026004637697177,0.514815473070205,15.083439224344136,16.70265789455502,1013.5340178376437,868.6892874399795,16.99117918647455,2577.7525136975346
IBITINGA,3519600,39318,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,IBITINGA,GASOLINA COMUM,8,R$/l,3.86,0.064632477461855,3.82,3.999,0.799,0.017,3.061,0.040030363475742,3.02,3.1,0.013,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,89.57781381735445,26.484223482334183,64.70608112901157,121.60447758119352,1092.4152059097357,776.3916138822686,205.1625276528495,2385.3754399671584
INDAIATUBA,3520509,39325,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,INDAIATUBA,GASOLINA COMUM,15,R$/l,3.865,0.126808554616041,3.599,3.999,NA,0.033,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,39.49565245644433,0.442650178412066,38.86658574858905,40.096490131073054,1016.7583187742467,878.9851439536394,39.9424189004039,2598.7747269149345
ITANHAÉM,3522109,39339,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ITANHAEM,GASOLINA COMUM,6,R$/l,4.017,0.182792414138735,3.774,4.249,0.85,0.046,3.167,0.113724814061547,3.04,3.26,0.036,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,72.25675993587495,15.009442839197176,48.3715060559382,97.05625641569131,1039.5282238660366,919.6641539940115,51.70926291551651,2724.4898447206315
ITAPECERICA DA SERRA,3522208,39340,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ITAPECERICA DA SERRA,GASOLINA COMUM,10,R$/l,3.854,0.095597535998,3.699,3.999,0.769,0.025,3.085,0.134350288425444,2.99,3.18,0.044,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,39.12997629600821,12.440723067942015,23.187427478467544,60.9344284576929,1019.7456456884507,908.4256973233314,38.439464557094794,2677.6728237266116
ITAPETININGA,3522307,39342,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ITAPETININGA,GASOLINA COMUM,14,R$/l,3.671,0.245744137913158,3.359,3.999,0.559,0.067,3.112,0.093305948363435,2.985,3.208,0.03,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,130.6300947748602,2.751698197484746,124.53877607826935,132.54521830636062,1065.9458046022164,886.5528793117986,133.42156139103932,2600.1598663985505
ITAPEVA,3522406,39343,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ITAPEVA,GASOLINA COMUM,10,R$/l,3.767,0.305450650678633,3.319,4.277,0.55,0.081,3.217,0.313955410846827,2.995,3.439,0.098,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,169.2895745939244,14.974472840814117,147.09259908761084,182.39969810397244,1118.2989228593385,890.357481981728,181.28583781894739,2595.4746656269463
ITAPIRA,3522604,39345,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ITAPIRA,GASOLINA COMUM,10,R$/l,3.806,0.11786979633854,3.649,3.999,0.548,0.031,3.258,0.005868986283848,3.2537,3.262,0.002,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,45.464272200842984,0.855913574396858,44.47355520760635,46.48360899752834,999.8530463726534,846.7871543844312,45.57309565457459,2562.7499474868982
ITÁPOLIS,3522703,39346,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ITAPOLIS,GASOLINA COMUM,9,R$/l,3.964,0.102575717291071,3.799,4.14,0.834,0.026,3.13,0.059950006950236,3.07,3.1899,0.019,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,90.71807040043423,14.52324073640259,62.904067611383574,107.0037893511252,1092.781492947423,766.6171077252852,214.01945543792598,2370.9059359388407
ITAQUAQUECETUBA,3523107,39347,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ITAQUAQUECETUBA,GASOLINA COMUM,10,R$/l,3.709,0.073786478737262,3.599,3.799,0.463,0.02,3.246,0.224584890090903,3.067,3.63,0.069,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,29.6501896017427,16.109799085833913,7.855468323950542,48.938255634173395,999.5435427523294,902.2029723042402,22.4894851421435,2684.6716677854133
ITATIBA,3523404,39348,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ITATIBA,GASOLINA COMUM,13,R$/l,3.73,0.111614032754364,3.479,3.899,0.506,0.03,3.224,0.015414927829867,3.2129,3.2347,0.005,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,44.15416138794388,0.242472943487188,43.63960374729231,44.47290236577312,1002.7089239103587,878.931098153412,43.07314071993274,2613.3450316029566
ITU,3523909,39350,2020-04-26,2020-05-02,SUDESTE,SAO PAULO,ITU,GASOLINA COMUM,14,R$/l,3.77,0.195088033101317,3.469,4.099,0.56,0.052,3.21,0.146228539328975,3.01,3.504,0.046,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,60.03867991667224,2.240586258442134,54.9703908448957,61.6510568450898,1024.0344007414135,885.619158901992,61.86902437846032,2610.7872269656655
